t,src,status,d1,d2
1788425696.981674,Réseau Session RTP 1,215,6,0
1788425696.982096,Réseau Session RTP 1,232,121,64
1788425696.982096,Réseau Session RTP 1,234,61,63
1788425696.982096,Réseau Session RTP 1,218,68,0
1788425696.982096,Réseau Session RTP 1,235,15,65
1788425696.982096,Réseau Session RTP 1,219,44,0
1788425696.982096,Réseau Session RTP 1,228,92,62
1788425696.997323,Réseau Session RTP 1,213,25,0
1788425696.997323,Réseau Session RTP 1,225,125,64
1788425696.997323,Réseau Session RTP 1,209,61,0
1788425696.997323,Réseau Session RTP 1,226,90,63
1788425696.997323,Réseau Session RTP 1,210,81,0
1788425696.997323,Réseau Session RTP 1,229,14,65
1788425696.997323,Réseau Session RTP 1,230,64,63
1788425696.997323,Réseau Session RTP 1,214,65,0
1788425696.997323,Réseau Session RTP 1,231,97,63
1788425696.997323,Réseau Session RTP 1,215,8,0
1788425696.997323,Réseau Session RTP 1,232,125,64
1788425696.997323,Réseau Session RTP 1,234,66,63
1788425696.997323,Réseau Session RTP 1,218,71,0
1788425696.997323,Réseau Session RTP 1,235,13,65
1788425696.997323,Réseau Session RTP 1,219,46,0
1788425696.997575,Réseau Session RTP 1,212,46,0
1788425697.016469,Réseau Session RTP 1,213,24,0
1788425697.016469,Réseau Session RTP 1,225,0,65
1788425697.016469,Réseau Session RTP 1,209,60,0
1788425697.016469,Réseau Session RTP 1,226,85,63
1788425697.016469,Réseau Session RTP 1,210,79,0
1788425697.016469,Réseau Session RTP 1,229,11,65
1788425697.016469,Réseau Session RTP 1,230,70,63
1788425697.016469,Réseau Session RTP 1,214,62,0
1788425697.016469,Réseau Session RTP 1,231,91,63
1788425697.016469,Réseau Session RTP 1,215,9,0
1788425697.016469,Réseau Session RTP 1,232,0,65
1788425697.016469,Réseau Session RTP 1,234,72,63
1788425697.016469,Réseau Session RTP 1,218,74,0
1788425697.016469,Réseau Session RTP 1,235,10,65
1788425697.016469,Réseau Session RTP 1,219,48,0
1788425697.016602,Réseau Session RTP 1,216,2,0
1788425697.016602,Réseau Session RTP 1,233,91,62
1788425697.029582,Réseau Session RTP 1,213,23,0
1788425697.029582,Réseau Session RTP 1,228,91,62
