t,status,d1,d2,src
30144.7282,226,72,69,1
30144.7282,210,8,0,1
30144.7448,226,67,69,1
30144.7615,226,56,69,1
30144.7615,210,7,0,1
30144.7783,226,38,69,1
30144.7783,210,3,0,1
30144.7950,226,15,69,1
30144.7950,210,0,0,1
30144.8116,226,121,68,1
30144.8283,226,100,68,1
30144.8449,226,80,68,1
30144.8616,226,64,68,1
30144.8783,226,51,68,1
30144.8949,226,42,68,1
30144.9116,226,35,68,1
30144.9283,226,28,68,1
30144.9449,226,24,68,1
30144.9616,226,20,68,1
30144.9783,226,19,68,1
30144.9950,226,18,68,1
30145.0116,226,17,68,1
30145.1615,226,19,68,1
30145.1782,226,24,68,1
30145.1949,226,29,68,1
30145.2116,226,32,68,1
30145.2283,226,36,68,1
30145.2449,226,42,68,1
30145.2616,226,50,68,1
30145.2616,210,6,0,1
30145.2783,226,62,68,1
30145.2783,210,13,0,1
30145.2951,226,74,68,1
30145.2951,210,19,0,1
30145.3116,226,83,68,1
30145.3116,210,24,0,1
30145.3283,226,88,68,1
30145.3283,210,29,0,1
30145.3449,226,90,68,1
30145.3449,210,32,0,1
30145.3616,226,93,68,1
30145.3616,210,34,0,1
30145.3782,226,95,68,1
30145.3782,210,36,0,1
30145.3950,226,99,68,1
30145.3950,210,38,0,1
30145.4116,226,100,68,1
30145.4116,210,39,0,1
30145.4283,226,102,68,1
30145.4449,226,104,68,1
30145.4449,210,40,0,1
30145.4616,226,105,68,1
30145.5116,226,106,68,1
30145.5448,226,107,68,1
30145.5781,226,108,68,1
30145.6114,226,109,68,1
30145.6948,210,39,0,1
30145.7114,226,105,68,1
30145.7114,210,36,0,1
30145.7282,226,91,68,1
30145.7282,210,31,0,1
30145.7449,226,70,68,1
30145.7449,210,23,0,1
30145.7616,226,44,68,1
30145.7616,210,12,0,1
30145.7782,226,22,68,1
30145.7782,210,2,0,1
30145.7949,226,5,68,1
30145.7949,210,0,0,1
30145.8116,226,120,67,1
30145.8282,226,107,67,1
30145.8449,226,96,67,1
30145.8616,226,87,67,1
30145.8783,226,81,67,1
30145.8949,226,76,67,1
30145.9116,226,74,67,1
30145.9282,226,73,67,1
30145.9782,226,72,67,1
30145.9949,226,71,67,1
30146.0282,226,70,67,1
30146.0449,226,68,67,1
30146.0949,226,74,67,1
30146.1117,226,82,67,1
30146.1282,226,92,67,1
30146.1449,226,99,67,1
30146.1616,226,107,67,1
30146.1616,210,4,0,1
30146.1783,226,115,67,1
30146.1783,210,11,0,1
30146.1949,226,119,67,1
30146.1949,210,18,0,1
30146.2115,226,122,67,1
30146.2115,210,23,0,1
30146.2282,226,125,67,1
30146.2282,210,26,0,1
30146.2449,226,127,67,1
30146.2449,210,28,0,1
30146.2615,210,29,0,1
30146.2782,210,30,0,1
30146.2949,210,32,0,1
30146.3116,210,33,0,1
30146.3282,226,0,68,1
30146.3282,210,34,0,1
30146.3449,210,35,0,1
30146.3615,226,1,68,1
30146.3615,210,36,0,1
30146.3782,210,37,0,1
30146.3949,226,2,68,1
30146.4115,210,38,0,1
30146.5115,210,37,0,1
30146.5282,226,0,68,1
30146.5282,210,36,0,1
30146.5448,226,119,67,1
30146.5448,210,35,0,1
30146.5615,226,95,67,1
30146.5615,210,31,0,1
30146.5782,226,51,67,1
30146.5782,210,24,0,1
30146.5948,226,116,66,1
30146.5948,210,12,0,1
30146.6115,226,50,66,1
30146.6115,210,0,0,1
30146.6282,226,121,65,1
30146.6449,226,74,65,1
30146.6616,226,33,65,1
30146.6782,226,3,65,1
30146.6949,226,111,64,1
30146.7115,226,96,64,1
30146.7282,226,83,64,1
30146.7449,226,73,64,1
30146.7615,226,68,64,1
30146.7782,226,63,64,1
30146.7949,226,58,64,1
30146.8115,226,52,64,1
30146.8282,226,46,64,1
30146.8448,226,42,64,1
30146.8615,226,40,64,1
30146.8782,226,37,64,1
30146.8949,226,34,64,1
30146.9115,226,30,64,1
30146.9282,226,26,64,1
30146.9449,226,20,64,1
30146.9615,226,14,64,1
30146.9782,226,10,64,1
30146.9948,226,6,64,1
30147.0115,226,1,64,1
30147.0282,226,124,63,1
30147.0448,226,116,63,1
30147.0615,226,108,63,1
30147.0782,226,99,63,1
30147.0948,226,91,63,1
30147.1115,226,84,63,1
30147.1282,226,77,63,1
30147.1448,226,73,63,1
30147.2115,226,76,63,1
30147.2282,226,84,63,1
30147.2448,226,92,63,1
30147.2615,226,100,63,1
30147.2782,226,108,63,1
30147.2783,210,3,0,1
30147.2948,226,114,63,1
30147.2948,210,13,0,1
30147.3115,226,116,63,1
30147.3115,210,23,0,1
30147.3282,226,117,63,1
30147.3282,210,32,0,1
30147.3448,226,118,63,1
30147.3448,210,40,0,1
30147.3615,226,119,63,1
30147.3615,210,50,0,1
30147.3782,226,122,63,1
30147.3782,210,63,0,1
30147.3948,226,124,63,1
30147.3948,210,75,0,1
30147.4115,226,0,64,1
30147.4115,210,84,0,1
30147.4282,226,2,64,1
30147.4282,210,91,0,1
30147.4448,226,4,64,1
30147.4448,210,96,0,1
30147.4615,226,5,64,1
30147.4615,210,98,0,1
30147.4781,226,6,64,1
30147.5282,210,93,0,1
30147.5448,210,84,0,1
30147.5614,226,4,64,1
30147.5614,210,74,0,1
30147.5781,226,125,63,1
30147.5781,210,56,0,1
30147.5948,226,116,63,1
30147.5948,210,26,0,1
30147.6115,226,89,63,1
30147.6115,210,0,0,1
30147.6282,226,49,63,1
30147.6449,226,23,63,1
30147.6614,226,123,62,1
30147.6782,226,100,62,1
30147.6948,226,81,62,1
30147.7115,226,69,62,1
30147.7282,226,62,62,1
30147.7448,226,59,62,1
30147.7615,226,57,62,1
30147.7782,226,56,62,1
30147.7948,226,55,62,1
30147.8281,226,54,62,1
30148.0447,226,55,62,1
30148.0613,226,56,62,1
30148.0780,226,57,62,1
30148.1281,226,58,62,1
30148.2281,210,0,0,1
30148.2281,130,84,64,1
30149.7795,227,0,64,1
30149.7795,147,73,120,1
30149.8783,211,0,0,1
30149.8783,131,73,64,1
30150.3626,228,0,64,1
30150.3626,148,74,120,1
30150.3781,228,126,63,1
30150.3781,212,10,0,1
30150.3947,228,127,63,1
30150.3947,212,6,0,1
30150.4117,228,0,64,1
30150.4117,212,0,0,1
30150.4616,228,127,63,1
30150.4781,228,126,63,1
30150.7947,228,125,63,1
30150.9113,212,0,0,1
30150.9113,132,74,64,1
30151.8460,229,0,64,1
30151.8460,149,73,120,1
30152.0116,229,1,64,1
30152.0946,229,0,64,1
30152.4280,213,0,0,1
30152.4281,133,73,64,1
30153.0289,230,0,64,1
30153.0289,150,73,120,1
30153.1448,230,127,63,1
30153.5945,230,0,64,1
30153.6279,230,2,64,1
30153.6446,230,5,64,1
30153.6614,230,8,64,1
30153.6779,230,14,64,1
30153.6946,230,17,64,1
30153.7115,230,19,64,1
30153.7280,230,21,64,1
30153.7446,230,24,64,1
30153.7613,230,25,64,1
30153.7779,230,26,64,1
30153.7946,230,28,64,1
30153.8112,230,31,64,1
30153.8279,230,34,64,1
30153.8446,230,38,64,1
30153.8613,230,41,64,1
30153.8779,230,44,64,1
30153.8946,230,46,64,1
30153.9112,230,47,64,1
30153.9446,230,48,64,1
30153.9612,230,49,64,1
30153.9778,230,51,64,1
30153.9944,230,52,64,1
30154.1112,230,51,64,1
30154.1278,230,47,64,1
30154.1444,230,43,64,1
30154.1612,230,37,64,1
30154.1779,230,26,64,1
30154.1946,230,18,64,1
30154.2112,230,9,64,1
30154.2279,230,4,64,1
30154.2446,230,1,64,1
30154.2612,230,0,64,1
30154.2945,230,127,63,1
30154.3112,230,125,63,1
30154.3279,230,123,63,1
30154.3446,230,121,63,1
30154.4946,230,122,63,1
30154.5112,230,124,63,1
30154.5278,214,0,0,1
30154.5278,134,73,64,1
30220.3858,158,62,23,0
30220.4907,142,62,1,0
30220.7005,145,65,11,0
30220.8357,129,65,1,0
30221.0457,157,69,1,0
30221.1657,141,69,1,0
30221.2930,145,65,44,0
30221.3005,158,62,40,0
30221.3831,142,62,1,0
30221.3979,129,65,1,0
30221.4956,145,65,51,0
30221.5105,158,62,27,0
30221.6157,129,65,1,0
30221.6158,142,62,1,0
30221.7207,158,62,17,0
30221.8557,142,62,1,0
30222.0225,145,65,13,0
30222.0356,158,62,20,0
30222.1332,129,65,1,0
30222.1856,142,62,1,0
30222.3956,158,62,34,0
30222.6357,142,62,1,0
30222.8157,159,66,1,0
30223.0033,143,66,1,0
30223.3267,159,66,1,0
30223.4756,158,62,42,0
30223.5808,143,66,1,0
30223.7008,142,62,1,0
30223.7233,159,72,39,0
30223.8284,143,72,1,0
30224.0908,145,66,1,0
30224.2564,158,62,1,0
30224.5633,142,62,1,0
30224.5633,129,66,1,0
30224.9833,158,62,12,0
30225.1258,142,62,1,0
30225.5833,158,62,38,0
30225.7034,142,62,1,0
30225.8310,158,62,47,0
30225.9058,142,62,1,0
30226.4159,158,62,55,0
30226.5284,142,62,1,0
30226.6485,158,62,61,0
30226.7458,142,62,1,0
30227.0459,158,62,54,0
30227.1509,142,62,1,0
30227.4659,158,62,60,0
30227.7209,142,62,1,0
30228.7334,159,72,90,0
30228.7462,146,67,1,0
30228.7483,147,76,14,0
30228.8309,131,76,1,0
30228.8609,143,72,1,0
30228.8611,130,67,1,0
30229.0484,147,76,1,0
30229.1159,131,76,1,0
30229.7010,159,72,74,0
30229.7907,147,76,1,0
30229.9860,131,76,1,0
30229.9932,143,72,1,0
30230.2258,159,72,46,0
30230.3083,147,76,1,0
30230.3609,230,0,64,0
30230.3682,223,1,0,0
30230.3682,223,0,0,0
30230.4135,131,76,1,0
30230.5710,143,72,1,0
30230.5934,146,67,1,0
30230.8335,157,69,1,0
30230.8784,130,67,1,0
30231.0210,158,71,31,0
30231.0659,141,69,1,0
30231.3210,159,74,1,0
30231.3433,142,71,1,0
30231.5082,145,72,41,0
30231.5234,143,74,1,0
30231.5986,158,71,1,0
30231.6884,129,72,1,0
30231.7782,157,69,1,0
30231.8086,142,71,1,0
30232.0036,141,69,1,0
30232.4836,158,65,27,0
30232.6635,142,65,1,0
30232.8735,159,71,33,0
30232.8959,145,74,26,0
30232.9033,158,65,1,0
30233.0986,143,71,1,0
30233.1510,142,65,1,0
30233.1582,129,74,1,0
30241.1988,159,57,25,0
30241.2212,145,59,1,0
30241.3112,129,59,1,0
30241.3638,143,57,1,0
30241.6489,146,60,8,0
30241.6788,159,57,1,0
30241.8440,143,57,1,0
30241.8440,130,60,1,0
30242.1139,159,57,32,0
30242.2188,145,59,1,0
30242.3239,143,57,1,0
30242.4586,129,59,1,0
30242.5113,146,60,17,0
30242.7298,130,60,1,0
30243.0440,151,41,9,0
30243.0587,150,43,1,0
30243.0736,152,45,5,0
30243.1185,135,41,1,0
30243.2315,134,43,1,0
30243.5989,136,45,1,0
30243.8238,158,65,1,0
30243.8464,159,62,53,0
30243.9064,142,65,1,0
30244.0409,143,62,1,0
30244.2664,159,62,49,0
30244.4989,143,62,1,0
30244.6274,145,64,47,0
30244.8065,129,64,1,0
30245.0540,152,45,19,0
30245.1738,216,13,0,0
30245.1738,216,23,0,0
30245.2040,216,27,0,0
30245.2040,216,26,0,0
30245.2273,216,27,0,0
30245.2411,216,32,0,0
30245.2411,216,36,0,0
30245.2639,216,40,0,0
30245.3014,216,41,0,0
30245.3014,216,42,0,0
30245.3162,216,41,0,0
30245.3389,216,42,0,0
30245.3389,216,46,0,0
30245.3688,216,49,0,0
30245.3688,216,51,0,0
30245.4139,216,50,0,0
30245.4139,216,49,0,0
30245.4297,216,48,0,0
30245.4297,216,46,0,0
30245.4438,216,44,0,0
30245.4738,216,43,0,0
30245.4738,216,42,0,0
30245.4738,216,40,0,0
30245.4888,216,37,0,0
30245.5038,216,33,0,0
30245.5038,216,28,0,0
30245.5339,216,23,0,0
30245.5339,216,15,0,0
30245.5489,216,7,0,0
30245.5562,216,0,0,0
30245.7067,136,45,1,0
30246.1940,145,64,65,0
30246.2990,129,64,1,0
30246.5540,152,45,89,0
30246.8316,136,45,1,0
30246.9590,158,65,52,0
30247.2442,142,65,1,0
30247.3416,159,62,37,0
30248.1966,143,62,1,0
30249.5841,145,67,84,0
30249.8766,129,67,1,0
30250.0041,157,69,1,0
30250.3417,141,69,1,0
30250.6116,158,70,1,0
30250.8517,238,1,64,0
30250.8517,238,17,64,0
30250.8517,238,30,64,0
30250.8517,238,53,64,0
30251.0466,142,70,1,0
30251.1142,155,75,73,0
30251.2342,238,0,64,0
30251.2490,219,2,0,0
30251.2490,219,4,0,0
30251.2490,219,2,0,0
30251.2791,219,0,0,0
30251.3015,219,2,0,0
30251.3164,219,1,0,0
30251.3164,219,0,0,0
30251.3841,219,1,0,0
30251.3990,219,0,0,0
30251.4666,219,6,0,0
30251.4891,219,9,0,0
30251.4891,219,7,0,0
30251.4891,219,0,0,0
30251.6017,235,115,63,0
30251.6166,235,98,63,0
30251.6166,235,86,63,0
30251.6166,235,71,63,0
30251.6166,235,59,63,0
30251.6166,235,58,63,0
30251.6325,235,55,63,0
30251.6325,235,52,63,0
30251.6325,235,45,63,0
30251.6539,235,40,63,0
30251.6539,235,42,63,0
30251.6539,235,31,63,0
30251.6539,235,23,63,0
30251.6689,235,22,63,0
30251.7743,139,75,1,0
30251.9617,156,65,59,0
30252.2239,140,65,1,0
30252.7117,145,67,76,0
30252.9589,129,67,1,0
30253.0414,157,69,91,0
30253.2744,141,69,1,0
30253.7693,158,74,90,0
30253.8967,235,0,64,0
30253.9039,222,1,0,0
30253.9039,222,4,0,0
30253.9190,222,8,0,0
30253.9415,222,10,0,0
30253.9415,222,11,0,0
30253.9641,222,9,0,0
30253.9716,222,2,0,0
30253.9940,222,0,0,0
30254.0543,222,3,0,0
30254.0615,222,0,0,0
30254.3543,142,74,1,0
30255.0816,159,63,36,0
30255.3518,143,63,1,0
30255.9067,156,65,108,0
30256.1769,140,65,1,0
30256.3044,145,67,57,0
30256.4694,129,67,1,0
30256.6943,146,72,75,0
30256.8294,210,2,0,0
30256.8294,210,4,0,0
30256.8517,210,1,0,0
30256.8517,210,0,0,0
30257.3994,130,72,1,0
30257.6919,147,62,87,0
30257.9328,131,62,1,0
30258.0894,148,64,97,0
30258.3594,132,64,1,0
30258.5169,149,66,1,0
30258.7567,133,66,1,0
30258.8994,150,70,75,0
30259.0644,230,7,64,0
30259.0644,230,0,64,0
30259.4845,134,70,1,0
30260.7520,151,41,23,0
30260.8721,215,1,0,0
30260.8868,215,0,0,0
30261.0067,135,41,1,0
30261.0445,152,43,1,0
30261.3301,232,122,63,0
30261.3301,232,98,63,0
30261.3444,153,45,13,0
30261.3668,136,43,1,0
30261.5995,154,47,2,0
30261.6219,137,45,1,0
30261.7495,232,0,64,0
30261.7719,218,4,0,0
30261.7719,218,7,0,0
30261.7719,218,6,0,0
30261.7868,218,5,0,0
30261.7943,218,3,0,0
30261.7943,218,2,0,0
30261.8327,218,0,0,0
30262.3574,138,47,1,0
30262.3945,155,48,1,0
30263.5646,139,48,1,0
30263.6696,147,62,40,0
30263.8120,131,62,1,0
30264.2471,157,69,81,0
30264.6671,141,69,1,0
30264.7271,156,65,54,0
30264.8846,140,65,1,0
30265.0796,153,45,1,0
30265.1397,137,45,1,0
30265.6272,156,65,33,0
30265.6420,147,62,5,0
30265.7471,131,62,1,0
30265.7693,140,65,1,0
30266.1822,147,62,27,0
30266.3171,131,62,1,0
30266.6847,155,48,39,0
30266.6921,151,41,21,0
30266.8272,139,48,1,0
30266.8273,135,41,1,0
30267.0306,151,41,20,0
30267.0595,155,48,14,0
30267.0669,153,45,1,0
30267.1722,137,45,1,0
30267.1796,139,48,1,0
30267.2095,135,41,1,0
30267.5847,151,41,35,0
30267.5922,153,45,35,0
30267.5924,155,48,26,0
30267.7420,139,48,1,0
30267.7720,135,41,1,0
30267.7792,137,45,1,0
30268.1772,148,64,1,0
30268.2822,132,64,1,0
30268.4398,147,62,31,0
30268.6122,131,62,1,0
30268.7622,155,48,85,0
30268.9347,219,2,0,0
30268.9347,219,6,0,0
30268.9420,151,41,1,0
30268.9570,219,10,0,0
30268.9570,219,12,0,0
30268.9870,219,14,0,0
30269.0020,219,7,0,0
30269.0331,219,0,0,0
30269.0922,219,1,0,0
30269.1070,219,0,0,0
30269.2198,235,124,63,0
30269.2797,139,48,1,0
30269.4223,135,41,1,0
30269.7449,145,67,1,0
30269.8273,129,67,1,0
30270.2023,158,74,1,0
30270.3597,142,74,1,0
30270.6597,158,74,40,0
30270.8248,142,74,1,0
30271.0948,159,40,55,0
30271.1019,154,47,15,0
30271.1998,138,47,1,0
30271.2146,143,40,8,0
30271.3198,159,40,32,0
30271.3422,154,47,38,0
30271.5148,138,47,1,0
30271.5297,143,40,9,0
30271.7998,146,72,54,0
30271.8374,147,79,41,0
30271.9874,130,72,1,0
30272.2049,131,79,1,0
30272.2724,148,76,9,0
30272.3022,154,47,48,0
30272.3173,153,45,18,0
30272.4374,152,43,1,0
30272.5498,132,76,1,0
30272.6324,158,74,1,0
30272.6397,138,47,1,0
30272.6400,137,45,1,0
30272.7072,235,0,64,0
30272.7221,155,48,1,0
30272.7598,136,43,1,0
30272.8423,156,71,1,0
30272.8722,142,74,1,0
30272.9248,157,50,31,0
30272.9624,139,48,1,0
30273.0374,232,119,63,0
30273.0374,232,118,63,0
30273.0522,232,0,64,0
30273.0596,221,5,0,0
30273.0596,221,11,0,0
30273.0895,221,12,0,0
30273.0895,221,10,0,0
30273.1047,140,71,1,0
30273.1121,221,3,0,0
30273.1344,221,5,0,0
30273.1344,221,9,0,0
30273.1344,221,12,0,0
30273.1497,221,11,0,0
30273.1497,221,10,0,0
30273.1798,221,7,0,0
30273.1798,221,1,0,0
30273.1947,221,0,0,0
30273.2623,153,45,24,0
30273.2774,154,47,57,0
30273.2775,141,50,2,0
30273.5999,152,43,26,0
30273.6224,138,47,1,0
30273.6673,137,45,2,0
30273.6749,155,48,20,0
30273.8924,139,48,1,0
30273.9974,136,43,1,0
30274.0283,157,50,6,0
30274.0724,158,65,1,0
30274.2224,141,50,1,0
30274.2307,142,65,1,0
30274.5149,159,62,74,0
30274.6649,143,62,1,0
30274.9500,145,59,40,0
30275.0325,146,52,16,0
30275.0549,129,59,1,0
30275.1826,130,52,1,0
30275.3700,147,57,80,0
30275.5125,131,57,1,0
30275.6025,146,52,8,0
30275.7375,130,52,1,0
30275.8200,147,57,51,0
30276.0150,131,57,1,0
30276.1200,157,50,3,0
30276.1649,152,43,1,0
30276.2474,221,6,0,0
30276.2623,221,8,0,0
30276.2850,221,6,0,0
30276.2850,221,1,0,0
30276.2997,221,0,0,0
30276.5100,136,43,1,0
30276.5173,141,50,1,0
30276.6900,153,60,51,0
30276.8250,137,60,5,0
30276.9975,153,60,46,0
30277.0422,154,47,45,0
30277.0800,137,60,1,0
30277.2000,138,47,1,0
30277.2900,145,59,42,0
30277.4475,154,47,2,0
30277.4548,129,59,1,0
30277.4775,155,48,29,0
30277.5073,138,47,15,0
30277.6950,147,57,75,0
30277.7475,139,48,1,0
30277.8525,131,57,1,0
30277.8598,157,50,4,0
30278.1000,141,50,5,0
30278.2423,158,53,21,0
30278.4826,142,53,1,0
30278.6026,159,40,67,0
30278.9701,143,40,7,0
30279.0525,145,55,46,0
30279.0601,147,57,10,0
30279.3751,131,57,1,0
30279.3823,129,55,1,0
30279.5251,159,40,37,0
30279.5625,155,48,20,0
30279.5775,154,47,1,0
30279.6825,138,47,1,0
30279.7202,139,48,1,0
30279.7573,143,40,1,0
30280.0352,155,58,17,0
30280.2001,139,58,1,0
30280.4552,145,55,53,0
30280.4621,155,58,22,0
30280.7702,139,58,1,0
30280.7850,129,55,1,0
30280.9501,145,55,43,0
30281.0776,129,55,1,0
30281.1976,155,58,14,0
30281.2050,145,55,42,0
30281.2876,139,58,1,0
30281.3025,129,55,1,0
30281.6852,145,55,44,0
30281.6924,155,58,9,0
30281.8424,139,58,1,0
30281.8801,129,55,1,0
30282.5702,156,59,45,0
30282.6903,140,59,1,0
30283.0053,157,39,1,0
30283.0127,156,59,9,0
30283.0425,158,68,63,0
30283.0651,154,47,1,0
30283.0800,155,44,1,0
30283.2152,139,44,1,0
30283.2601,141,39,1,0
30283.2675,138,47,1,0
30283.3052,142,68,1,0
30283.3502,140,59,1,0
30283.5977,157,39,13,0
30283.6050,156,59,14,0
30283.7177,141,39,8,0
30283.7401,140,59,1,0
30283.8675,156,59,34,0
30283.8977,154,47,2,0
30283.9127,157,39,1,0
30283.9652,141,39,1,0
30283.9953,138,47,1,0
30284.0177,140,59,1,0
30284.2353,154,47,26,0
30284.2427,156,59,48,0
30284.2429,155,44,1,0
30284.2801,158,68,1,0
30284.4453,159,38,1,0
30284.5353,139,44,1,0
30284.5353,143,38,1,0
30284.5878,138,47,1,0
30284.5878,142,68,1,0
30284.5951,140,59,1,0
30285.0678,145,40,19,0
30285.0751,154,47,28,0
30285.2778,129,40,1,0
30285.2850,138,47,1,0
30285.6312,151,41,53,0
30285.6978,152,48,11,0
30285.8853,153,71,20,0
30285.8928,135,41,1,0
30285.9151,136,48,1,0
30285.9678,154,65,1,0
30286.1554,155,45,26,0
30286.1626,137,71,1,0
30286.1700,156,43,18,0
30286.2228,138,65,1,0
30286.2376,152,48,13,0
30286.4403,151,41,1,0
30286.4779,136,48,1,0
30286.4925,140,43,7,0
30286.5000,139,45,16,0
30286.5226,152,47,3,0
30286.6052,154,65,1,0
30286.7028,136,47,3,0
30286.7337,231,101,63,0
30286.7337,231,69,63,0
30286.7628,135,41,1,0
30286.7631,155,62,71,0
30286.8453,138,65,1,0
30287.0179,156,50,1,0
30287.0404,157,48,1,0
30287.1679,151,41,7,0
30287.2203,139,62,1,0
30287.2353,141,48,1,0
30287.2355,140,50,8,0
30287.2725,152,45,20,0
30287.2877,153,43,1,0
30287.3777,231,0,64,0
30287.3851,231,95,63,0
30287.3851,231,59,63,0
30287.3851,216,4,0,0
30287.4227,216,6,0,0
30287.4227,216,4,0,0
30287.4453,216,0,0,0
30287.4453,233,111,63,0
30287.4677,233,83,63,0
30287.4677,233,63,63,0
30287.5128,135,41,1,0
30287.5200,137,43,1,0
30287.7076,155,62,47,0
30287.7829,136,45,1,0
30288.0603,157,48,82,0
30288.1428,139,62,1,0
30288.1802,231,0,64,0
30288.1802,233,0,64,0
30288.1951,221,7,0,0
30288.2176,221,16,0,0
30288.2176,221,22,0,0
30288.2176,221,23,0,0
30288.2251,221,19,0,0
30288.2251,221,12,0,0
30288.2476,221,5,0,0
30288.2701,221,1,0,0
30288.2701,221,0,0,0
30288.2701,221,1,0,0
30288.2928,221,5,0,0
30288.2928,221,11,0,0
30288.3311,221,16,0,0
30288.3376,221,19,0,0
30288.3376,221,18,0,0
30288.3601,221,17,0,0
30288.4128,221,15,0,0
30288.4353,221,14,0,0
30288.4353,221,13,0,0
30288.4503,221,12,0,0
30288.4503,221,9,0,0
30288.4652,221,6,0,0
30288.4952,221,0,0,0
30288.5778,158,67,1,0
30288.6980,141,48,1,0
30288.9004,152,45,34,0
30288.9529,142,67,1,0
30289.0288,216,4,0,0
30289.0726,216,1,0,0
30289.0726,216,0,0,0
30289.2454,153,71,31,0
30289.2527,136,45,1,0
30289.3654,217,1,0,0
30289.3654,217,0,0,0
30289.4479,217,4,0,0
30289.4479,217,0,0,0
30289.4778,151,41,62,0
30289.5451,137,71,1,0
30289.6053,215,11,0,0
30289.6204,215,19,0,0
30289.6204,215,13,0,0
30289.6204,215,16,0,0
30289.6428,215,12,0,0
30289.6652,215,4,0,0
30289.6652,215,0,0,0
30289.6879,152,43,13,0
30289.8380,158,67,59,0
30289.8602,135,41,1,0
30289.8749,232,118,63,0
30289.8827,232,111,63,0
30289.8827,232,103,63,0
30289.8827,232,98,63,0
30289.8827,232,101,63,0
30289.8827,232,107,63,0
30289.8830,159,45,20,0
30289.8978,232,106,63,0
30289.8978,232,102,63,0
30289.9353,136,43,1,0
30290.0855,142,67,1,0
30290.1003,145,47,31,0
30290.1005,143,45,1,0
30290.1313,154,65,1,0
30290.3030,129,47,1,0
30290.3340,155,64,39,0
30290.3628,157,48,36,0
30290.3630,138,65,1,0
30290.4830,232,0,64,0
30290.4978,221,1,0,0
30290.4978,221,0,0,0
30290.5729,139,64,1,0
30290.6029,151,41,37,0
30290.6705,141,48,1,0
30290.7314,215,1,0,0
30290.7314,215,0,0,0
30290.8055,152,72,43,0
30290.9180,153,43,14,0
30290.9706,135,41,1,0
30291.0754,159,45,18,0
30291.0827,136,72,1,0
30291.1288,233,119,63,0
30291.1428,145,71,1,0
30291.1652,137,43,1,0
30291.2705,129,71,1,0
30291.3155,143,45,1,0
30291.3156,146,47,12,0
30291.5255,130,47,1,0
30291.5478,157,48,34,0
30291.7505,151,41,22,0
30291.8105,141,48,1,0
30291.8479,153,43,59,0
30292.0055,159,45,71,0
30292.0207,135,41,1,0
30292.0881,233,0,64,0
30292.1103,233,125,63,0
30292.1103,233,122,63,0
30292.1103,233,104,63,0
30292.1253,223,10,0,0
30292.1400,223,15,0,0
30292.1477,137,43,1,0
30292.1702,223,12,0,0
30292.1702,233,0,64,0
30292.1702,223,3,0,0
30292.1702,223,0,0,0
30292.2230,146,47,38,0
30292.2528,143,45,8,0
30292.4105,157,48,55,0
30292.4405,130,47,1,0
30292.5381,221,6,0,0
30292.5381,221,12,0,0
30292.5381,221,17,0,0
30292.5601,221,19,0,0
30292.5753,221,12,0,0
30292.5977,221,2,0,0
30292.5977,221,0,0,0
30292.6580,221,2,0,0
30292.6580,221,1,0,0
30292.6727,221,0,0,0
30292.8315,154,65,1,0
30292.8680,141,48,1,0
30292.9805,138,65,1,0
30293.1315,154,65,52,0
30293.2805,138,65,1,0
30293.7005,154,65,1,0
30293.8056,138,65,1,0
30293.9181,154,65,54,0
30294.1506,138,65,1,0
30294.2556,155,69,74,0
30294.7056,235,80,63,0
30294.7056,219,13,0,0
30294.7056,235,41,63,0
30294.7056,235,19,63,0
30294.7281,235,21,63,0
30294.7281,219,19,0,0
30294.7281,235,39,63,0
30294.7281,235,120,62,0
30294.7282,235,6,63,0
30294.7282,235,121,62,0
30294.7431,219,18,0,0
30294.7431,235,124,62,0
30294.7431,235,126,62,0
30294.7503,219,20,0,0
30294.7503,235,15,63,0
30294.7728,235,45,63,0
30294.7728,219,22,0,0
30294.7728,235,76,63,0
30294.7728,235,117,63,0
30294.7728,235,0,64,0
30294.7729,219,23,0,0
30294.7729,219,26,0,0
30294.7955,219,20,0,0
30294.8104,219,9,0,0
30294.8340,219,2,0,0
30294.8340,235,2,64,0
30294.8340,235,53,64,0
30294.8340,219,0,0,0
30294.8340,235,106,64,0
30294.8340,235,23,65,0
30294.8479,235,42,65,0
30294.9906,219,5,0,0
30294.9906,219,14,0,0
30295.0051,219,20,0,0
30295.0206,219,25,0,0
30295.0206,219,29,0,0
30295.0505,219,31,0,0
30295.0505,219,33,0,0
30295.0580,219,32,0,0
30295.0728,219,30,0,0
30295.0728,219,28,0,0
30295.1029,219,26,0,0
30295.1029,219,22,0,0
30295.1179,219,20,0,0
30295.1253,219,18,0,0
30295.1480,219,17,0,0
30295.1628,219,15,0,0
30295.1628,219,14,0,0
30295.1779,219,13,0,0
30295.2078,219,14,0,0
30295.2226,219,15,0,0
30295.2451,219,16,0,0
30295.2451,219,17,0,0
30295.2680,219,16,0,0
30295.3131,219,18,0,0
30295.3580,219,16,0,0
30295.3580,219,14,0,0
30295.3730,219,11,0,0
30295.3730,219,6,0,0
30295.3878,219,0,0,0
30295.4555,139,69,1,0
30295.8606,155,69,1,0
30295.9806,235,0,64,0
30296.0031,219,4,0,0
30296.0031,219,11,0,0
30296.0031,219,17,0,0
30296.0031,219,23,0,0
30296.0254,219,27,0,0
30296.0404,219,29,0,0
30296.0630,219,27,0,0
30296.0630,219,23,0,0
